,year,lib-cons,rally,work,button
17523,1972,NA,DK,DK,DK
17524,1972,Liberal,No,No,No
17525,1972,NA,DK,DK,DK
17526,1972,Conservative,NA,Yes,No
17527,1972,Slightly liberal,NA,No,No
17528,1972,Slightly conservative,NA,No,Yes
17529,1972,Slightly conservative,No,No,No
17530,1972,Slightly conservative,No,No,No
17531,1972,NA,DK,DK,DK
17532,1972,NA,DK,DK,DK
17533,1972,NA,DK,DK,DK
17534,1972,Moderate,No,Yes,No
17535,1972,NA,DK,DK,DK
17536,1972,NA,DK,DK,DK
17537,1972,Slightly liberal,No,No,Yes
17538,1972,Slightly liberal,NA,No,Yes
17539,1972,DK,No,No,No
17540,1972,Slightly conservative,No,No,No
17541,1972,NA,DK,DK,DK
17542,1972,Conservative,No,No,No
17543,1972,Moderate,No,No,No
17544,1972,Moderate,No,No,No
17545,1972,Slightly conservative,No,No,No
17546,1972,Moderate,No,No,No
17547,1972,DK,No,No,No
17548,1972,Conservative,No,No,No
17549,1972,Conservative,No,No,No
17550,1972,DK,No,No,No
17551,1972,Slightly conservative,No,No,No
17552,1972,Conservative,No,No,No
17553,1972,Slightly liberal,No,No,No
17554,1972,Moderate,No,No,No
17555,1972,Slightly conservative,No,No,No
17556,1972,DK,No,No,Yes
17557,1972,Slightly conservative,NA,No,Yes
17558,1972,Slightly liberal,No,No,No
17559,1972,NA,DK,DK,DK
17560,1972,Moderate,No,No,No
17561,1972,Slightly liberal,NA,No,Yes
17562,1972,Moderate,No,No,No
17563,1972,DK,No,No,No
17564,1972,DK,No,No,No
17565,1972,DK,No,No,No
17566,1972,Moderate,No,No,No
17567,1972,NA,DK,DK,DK
17568,1972,NA,DK,DK,DK
17569,1972,NA,DK,DK,DK
17570,1972,DK,No,No,No
17571,1972,DK,No,No,No
17572,1972,DK,NA,Yes,Yes
17573,1972,Moderate,No,Yes,No
17574,1972,Conservative,No,No,No
17575,1972,Moderate,No,No,No
17576,1972,Moderate,No,No,No
17577,1972,Moderate,No,No,No
17578,1972,DK,No,No,No
17579,1972,NA,DK,DK,DK
17580,1972,NA,DK,DK,DK
17581,1972,Slightly liberal,No,No,Yes
17582,1972,Moderate,No,No,No
17583,1972,Slightly conservative,No,No,No
17584,1972,DK,No,No,No
17585,1972,Moderate,No,Yes,No
17586,1972,NA,DK,DK,DK
17587,1972,Conservative,No,No,No
17588,1972,DK,NA,Yes,Yes
17589,1972,NA,DK,DK,DK
17590,1972,NA,DK,DK,DK
17591,1972,Moderate,No,No,Yes
17592,1972,Slightly liberal,No,No,Yes
17593,1972,Liberal,No,No,Yes
17594,1972,NA,DK,DK,DK
17595,1972,Slightly conservative,No,No,No
17596,1972,DK,No,No,No
17597,1972,DK,No,No,No
17598,1972,DK,No,Yes,No
17599,1972,Moderate,No,No,No
17600,1972,Moderate,No,No,No
17601,1972,DK,No,No,No
17602,1972,DK,No,No,No
17603,1972,Moderate,No,No,No
17604,1972,DK,No,No,No
17605,1972,Moderate,No,Yes,Yes
17606,1972,Liberal,No,No,No
17607,1972,Moderate,No,No,Yes
17608,1972,Moderate,No,No,Yes
17609,1972,Moderate,No,No,No
17610,1972,Moderate,No,No,No
17611,1972,Moderate,No,No,No
17612,1972,DK,No,No,No
17613,1972,NA,DK,DK,DK
17614,1972,NA,DK,DK,DK
17615,1972,NA,DK,DK,DK
17616,1972,Moderate,No,No,Yes
17617,1972,NA,DK,DK,DK
17618,1972,Slightly liberal,No,No,No
17619,1972,Slightly conservative,NA,Yes,Yes
17620,1972,Moderate,No,No,No
17621,1972,Conservative,No,No,Yes
17622,1972,Slightly liberal,NA,No,No
17623,1972,NA,DK,DK,DK
17624,1972,Slightly conservative,No,No,No
17625,1972,Moderate,No,No,No
17626,1972,Moderate,No,No,No
17627,1972,Slightly conservative,No,No,No
17628,1972,DK,No,No,No
17629,1972,DK,NA,No,No
17630,1972,Moderate,No,No,Yes
17631,1972,Conservative,No,No,No
17632,1972,NA,DK,DK,DK
17633,1972,Moderate,No,No,No
17634,1972,Moderate,No,No,No
17635,1972,Slightly conservative,No,No,No
17636,1972,Slightly liberal,NA,No,No
17637,1972,Moderate,No,No,No
17638,1972,Slightly conservative,No,No,Yes
17639,1972,Moderate,No,No,No
17640,1972,Moderate,No,No,No
17641,1972,NA,DK,DK,DK
17642,1972,Moderate,No,No,No
17643,1972,NA,No,No,No
17644,1972,DK,No,No,No
17645,1972,NA,DK,DK,DK
17646,1972,Conservative,No,No,No
17647,1972,Moderate,No,No,No
17648,1972,Liberal,No,Yes,No
17649,1972,Slightly liberal,No,No,No
17650,1972,NA,DK,DK,DK
17651,1972,Conservative,NA,No,No
17652,1972,DK,No,No,No
17653,1972,Slightly conservative,No,No,No
17654,1972,Moderate,NA,Yes,Yes
17655,1972,Moderate,No,No,No
17656,1972,Slightly conservative,No,No,No
17657,1972,DK,No,No,Yes
17658,1972,Slightly conservative,No,Yes,No
17659,1972,Moderate,No,Yes,No
17660,1972,Moderate,No,No,No
17661,1972,Moderate,NA,Yes,Yes
17662,1972,Slightly conservative,No,No,No
17663,1972,Slightly conservative,No,No,No
17664,1972,Conservative,No,No,No
17665,1972,Liberal,No,No,No
17666,1972,Moderate,No,No,No
17667,1972,NA,DK,DK,DK
17668,1972,Slightly conservative,No,No,No
17669,1972,Moderate,No,No,No
17670,1972,Slightly liberal,No,No,No
17671,1972,Liberal,NA,No,No
17672,1972,NA,DK,DK,DK
17673,1972,NA,DK,DK,DK
17674,1972,Moderate,No,No,No
17675,1972,Slightly conservative,No,No,No
17676,1972,Moderate,No,No,No
17677,1972,NA,DK,DK,DK
17678,1972,Moderate,No,No,No
17679,1972,Moderate,No,No,No
17680,1972,Moderate,No,No,No
17681,1972,Liberal,No,No,No
17682,1972,Moderate,No,No,No
17683,1972,Conservative,No,No,No
17684,1972,NA,DK,DK,DK
17685,1972,NA,DK,DK,DK
17686,1972,DK,No,No,No
17687,1972,Moderate,No,No,No
17688,1972,Conservative,No,No,Yes
17689,1972,NA,DK,DK,DK
17690,1972,Moderate,NA,No,Yes
17691,1972,DK,No,No,No
17692,1972,NA,DK,DK,DK
17693,1972,Moderate,No,No,No
17694,1972,NA,DK,DK,DK
17695,1972,NA,DK,DK,DK
17696,1972,NA,DK,DK,DK
17697,1972,Moderate,NA,Yes,Yes
17698,1972,Moderate,No,No,No
17699,1972,Slightly conservative,No,No,No
17700,1972,DK,No,No,No
17701,1972,DK,No,No,No
17702,1972,Moderate,No,No,No
17703,1972,Conservative,No,No,No
17704,1972,NA,DK,DK,DK
17705,1972,Slightly liberal,No,No,No
17706,1972,NA,DK,DK,DK
17707,1972,Moderate,No,No,No
17708,1972,Moderate,No,No,No
17709,1972,Slightly liberal,No,No,No
17710,1972,Moderate,No,No,No
17711,1972,Liberal,No,No,No
17712,1972,DK,No,No,No
17713,1972,Moderate,No,No,No
17714,1972,Conservative,No,No,No
17715,1972,NA,DK,DK,DK
17716,1972,Extremely liberal,No,No,No
17717,1972,NA,DK,DK,DK
17718,1972,DK,No,No,No
17719,1972,NA,DK,DK,DK
17720,1972,NA,DK,DK,DK
17721,1972,Liberal,No,No,No
17722,1972,Slightly conservative,No,No,No
17723,1972,DK,No,No,No
17724,1972,DK,No,No,No
17725,1972,Moderate,No,No,No
17726,1972,NA,DK,DK,DK
17727,1972,DK,No,No,No
17728,1972,Moderate,No,No,No
17729,1972,Moderate,No,No,No
17730,1972,Moderate,No,No,No
17731,1972,Moderate,No,No,No
17732,1972,Slightly liberal,No,No,Yes
17733,1972,Moderate,No,No,No
17734,1972,Moderate,No,No,No
17735,1972,DK,No,No,No
17736,1972,Moderate,No,No,No
17737,1972,Moderate,No,No,No
17738,1972,Slightly conservative,No,No,Yes
17739,1972,Slightly conservative,No,No,No
17740,1972,Moderate,No,No,No
17741,1972,Slightly conservative,No,No,No
17742,1972,DK,NA,No,Yes
17743,1972,Slightly conservative,No,No,Yes
17744,1972,NA,DK,DK,DK
17745,1972,Slightly liberal,No,Yes,No
17746,1972,Slightly liberal,No,No,No
17747,1972,Slightly conservative,No,No,No
17748,1972,Slightly conservative,No,No,No
17749,1972,Slightly conservative,No,No,No
17750,1972,Conservative,No,No,No
17751,1972,Slightly liberal,No,No,Yes
17752,1972,DK,No,No,Yes
17753,1972,NA,DK,DK,DK
17754,1972,Slightly conservative,No,No,No
17755,1972,Moderate,No,No,No
17756,1972,Conservative,No,No,No
17757,1972,DK,No,Yes,No
17758,1972,NA,DK,DK,DK
17759,1972,Slightly liberal,No,No,No
17760,1972,Conservative,No,No,No
17761,1972,Moderate,No,No,No
17762,1972,NA,DK,DK,DK
17763,1972,Slightly liberal,No,No,No
17764,1972,DK,No,No,No
17765,1972,DK,No,No,No
17766,1972,Moderate,No,No,No
17767,1972,Moderate,No,No,No
17768,1972,NA,DK,DK,DK
17769,1972,Slightly liberal,No,No,No
17770,1972,DK,No,No,No
17771,1972,Conservative,No,No,No
17772,1972,Moderate,No,No,No
17773,1972,DK,No,No,No
17774,1972,Slightly liberal,No,No,No
17775,1972,Slightly conservative,NA,No,Yes
17776,1972,Slightly liberal,No,No,No
17777,1972,Moderate,No,No,No
17778,1972,Moderate,No,No,Yes
17779,1972,DK,No,No,No
17780,1972,NA,DK,DK,DK
17781,1972,Conservative,NA,No,Yes
17782,1972,Liberal,No,No,No
17783,1972,DK,No,No,No
17784,1972,Moderate,No,No,No
17785,1972,NA,DK,DK,DK
17786,1972,NA,DK,DK,DK
17787,1972,NA,DK,DK,DK
17788,1972,NA,DK,DK,DK
17789,1972,Moderate,NA,Yes,Yes
17790,1972,DK,No,No,No
17791,1972,Liberal,No,No,No
17792,1972,Conservative,NA,No,No
17793,1972,NA,DK,DK,DK
17794,1972,DK,No,No,No
17795,1972,Slightly liberal,No,No,No
17796,1972,Slightly liberal,No,No,No
17797,1972,Slightly conservative,No,No,No
17798,1972,DK,No,No,No
17799,1972,DK,No,No,No
17800,1972,Moderate,No,No,No
17801,1972,Moderate,No,No,No
17802,1972,Slightly conservative,No,No,Yes
17803,1972,Moderate,No,No,No
17804,1972,DK,NA,No,No
17805,1972,Slightly liberal,No,No,No
17806,1972,Conservative,No,No,No
17807,1972,Slightly conservative,No,No,No
17808,1972,Moderate,No,No,No
17809,1972,Conservative,No,No,Yes
17810,1972,DK,No,No,No
17811,1972,Moderate,No,No,No
17812,1972,NA,DK,DK,DK
17813,1972,Conservative,NA,Yes,Yes
17814,1972,Conservative,No,No,No
17815,1972,NA,DK,DK,DK
17816,1972,Moderate,No,No,No
17817,1972,Slightly liberal,No,No,Yes
17818,1972,Moderate,No,No,No
17819,1972,NA,DK,DK,DK
17820,1972,NA,DK,DK,DK
17821,1972,NA,DK,DK,DK
17822,1972,Slightly liberal,No,No,Yes
17823,1972,Moderate,No,No,No
17824,1972,DK,No,No,No
17825,1972,DK,No,No,No
17826,1972,NA,DK,DK,DK
17827,1972,Conservative,No,Yes,Yes
17828,1972,Moderate,No,No,No
17829,1972,Slightly liberal,No,No,Yes
17830,1972,Moderate,No,No,No
17831,1972,NA,DK,DK,DK
17832,1972,Conservative,No,No,No
17833,1972,Slightly liberal,No,No,Yes
17834,1972,NA,DK,DK,DK
17835,1972,DK,No,No,No
17836,1972,Moderate,NA,No,Yes
17837,1972,Slightly conservative,No,No,Yes
17838,1972,DK,No,No,No
17839,1972,DK,No,No,No
17840,1972,NA,DK,DK,DK
17841,1972,Slightly conservative,No,No,No
17842,1972,Extremeley conservative,NA,No,Yes
17843,1972,Slightly conservative,No,No,No
17844,1972,DK,No,No,No
17845,1972,Slightly conservative,No,No,No
17846,1972,Conservative,No,No,No
17847,1972,Conservative,No,No,No
17848,1972,NA,DK,DK,DK
17849,1972,NA,DK,DK,DK
17850,1972,DK,No,No,No
17851,1972,Moderate,No,No,No
17852,1972,Moderate,No,No,No
17853,1972,DK,No,No,No
17854,1972,Slightly conservative,No,No,No
17855,1972,DK,No,No,Yes
17856,1972,Conservative,No,No,No
17857,1972,Liberal,NA,No,Yes
17858,1972,Moderate,NA,No,Yes
17859,1972,Slightly liberal,No,No,Yes
17860,1972,Moderate,No,No,No
17861,1972,NA,DK,DK,DK
17862,1972,Slightly liberal,No,No,No
17863,1972,Moderate,NA,No,No
17864,1972,NA,DK,DK,DK
17865,1972,DK,No,No,No
17866,1972,Moderate,No,No,No
17867,1972,Moderate,No,No,No
17868,1972,NA,DK,DK,DK
17869,1972,DK,No,No,No
17870,1972,Moderate,No,No,No
17871,1972,DK,NA,No,No
17872,1972,NA,DK,DK,DK
17873,1972,Slightly conservative,No,No,No
17874,1972,NA,DK,DK,DK
17875,1972,NA,DK,DK,DK
17876,1972,Moderate,No,No,No
17877,1972,Slightly liberal,No,No,No
17878,1972,Slightly conservative,NA,Yes,No
17879,1972,Slightly conservative,No,No,No
17880,1972,DK,No,No,Yes
17881,1972,NA,DK,DK,DK
17882,1972,DK,No,No,No
17883,1972,Slightly conservative,No,No,No
17884,1972,Conservative,No,No,No
17885,1972,DK,No,No,No
17886,1972,Moderate,No,No,Yes
17887,1972,Slightly liberal,No,No,No
17888,1972,NA,DK,DK,DK
17889,1972,NA,DK,DK,DK
17890,1972,Moderate,No,No,No
17891,1972,Moderate,No,No,No
17892,1972,DK,No,No,Yes
17893,1972,NA,DK,DK,DK
17894,1972,Moderate,NA,Yes,Yes
17895,1972,DK,No,No,No
17896,1972,NA,DK,DK,DK
17897,1972,Moderate,No,Yes,No
17898,1972,Moderate,No,No,No
17899,1972,Slightly conservative,No,No,No
17900,1972,Moderate,No,No,No
17901,1972,DK,No,No,No
17902,1972,Slightly conservative,No,No,No
17903,1972,Moderate,No,No,No
17904,1972,Conservative,No,No,No
17905,1972,Liberal,No,No,No
17906,1972,Slightly liberal,No,No,No
17907,1972,DK,No,No,No
17908,1972,DK,No,No,No
17909,1972,Conservative,No,Yes,Yes
17910,1972,NA,DK,DK,DK
17911,1972,NA,DK,DK,DK
17912,1972,NA,DK,DK,DK
17913,1972,Slightly liberal,No,No,No
17914,1972,NA,No,No,No
17915,1972,NA,No,No,No
17916,1972,Moderate,No,No,No
17917,1972,Conservative,No,No,No
17918,1972,Slightly liberal,No,No,No
17919,1972,Conservative,No,No,No
17920,1972,DK,No,No,No
17921,1972,NA,DK,DK,DK
17922,1972,Moderate,No,No,Yes
17923,1972,Conservative,NA,No,No
17924,1972,Slightly conservative,No,No,No
17925,1972,Slightly conservative,No,No,No
17926,1972,Slightly conservative,No,No,No
17927,1972,NA,DK,DK,DK
17928,1972,NA,DK,DK,DK
17929,1972,DK,No,No,No
17930,1972,NA,DK,DK,DK
17931,1972,Conservative,No,No,No
17932,1972,Slightly liberal,No,No,No
17933,1972,Liberal,No,No,Yes
17934,1972,NA,DK,DK,DK
17935,1972,Conservative,No,No,No
17936,1972,Conservative,No,No,No
17937,1972,Moderate,No,No,Yes
17938,1972,Slightly conservative,No,No,No
17939,1972,Slightly conservative,No,No,Yes
17940,1972,Slightly liberal,No,No,No
17941,1972,Liberal,No,No,No
17942,1972,Moderate,No,No,No
17943,1972,DK,NA,No,No
17944,1972,NA,DK,DK,DK
17945,1972,Liberal,No,No,No
17946,1972,DK,No,No,No
17947,1972,Slightly conservative,NA,No,No
17948,1972,DK,NA,No,No
17949,1972,DK,No,No,No
17950,1972,DK,No,No,No
17951,1972,Extremely liberal,No,No,Yes
17952,1972,Moderate,No,No,No
17953,1972,Slightly conservative,No,No,No
17954,1972,NA,DK,DK,DK
17955,1972,Conservative,No,No,Yes
17956,1972,Conservative,No,No,No
17957,1972,Moderate,No,Yes,No
17958,1972,Conservative,No,No,No
17959,1972,Liberal,No,No,No
17960,1972,NA,DK,DK,DK
17961,1972,DK,No,No,No
17962,1972,Slightly liberal,No,No,No
17963,1972,NA,No,No,No
17964,1972,DK,No,No,No
17965,1972,NA,No,No,No
17966,1972,DK,No,No,No
17967,1972,NA,DK,DK,DK
17968,1972,Slightly liberal,No,No,No
17969,1972,DK,No,No,No
17970,1972,Moderate,No,No,No
17971,1972,Conservative,NA,No,No
17972,1972,Moderate,NA,Yes,Yes
17973,1972,Moderate,No,No,No
17974,1972,Extremely liberal,No,No,No
17975,1972,Extremeley conservative,NA,No,Yes
17976,1972,Moderate,No,No,No
17977,1972,DK,No,No,No
17978,1972,NA,DK,DK,DK
17979,1972,Moderate,No,No,No
17980,1972,Liberal,NA,No,No
17981,1972,Slightly liberal,No,No,No
17982,1972,NA,DK,DK,DK
17983,1972,Moderate,No,No,Yes
17984,1972,NA,DK,DK,DK
17985,1972,NA,DK,DK,DK
17986,1972,NA,DK,DK,DK
17987,1972,Slightly liberal,No,No,Yes
17988,1972,DK,No,No,No
17989,1972,Conservative,No,No,No
17990,1972,Slightly conservative,No,No,Yes
17991,1972,Slightly liberal,No,No,No
17992,1972,Conservative,No,No,No
17993,1972,Liberal,No,No,No
17994,1972,Moderate,NA,No,Yes
17995,1972,Slightly liberal,No,No,No
17996,1972,Moderate,No,No,No
17997,1972,DK,No,No,No
17998,1972,Moderate,No,No,Yes
17999,1972,Slightly conservative,No,No,No
18000,1972,Moderate,No,No,No
18001,1972,NA,DK,DK,DK
18002,1972,NA,DK,DK,DK
18003,1972,DK,No,No,No
18004,1972,NA,DK,DK,DK
18005,1972,Moderate,NA,No,No
18006,1972,NA,DK,DK,DK
18007,1972,Extremely liberal,No,No,Yes
18008,1972,NA,DK,DK,DK
18009,1972,Extremely liberal,No,Yes,Yes
18010,1972,NA,DK,DK,DK
18011,1972,Moderate,NA,No,No
18012,1972,Slightly liberal,No,Yes,Yes
18013,1972,NA,DK,DK,DK
18014,1972,NA,No,No,No
18015,1972,NA,DK,DK,DK
18016,1972,Moderate,No,No,No
18017,1972,Moderate,No,No,No
18018,1972,NA,DK,DK,DK
18019,1972,Conservative,No,No,No
18020,1972,NA,DK,DK,DK
18021,1972,NA,DK,DK,DK
18022,1974,DK,No,No,No
18023,1974,DK,No,No,No
18024,1974,Moderate,No,No,No
18025,1974,DK,No,No,No
18026,1974,DK,No,No,No
18027,1974,Slightly liberal,No,No,No
18028,1974,Moderate,No,No,No
18029,1974,Extremeley conservative,No,No,No
18030,1974,Moderate,No,No,No
18031,1974,Slightly conservative,NA,Yes,No
18032,1974,Slightly conservative,No,No,No
18033,1974,Liberal,No,No,No
18034,1974,Moderate,No,No,No
18035,1974,Conservative,No,No,No
18036,1974,Moderate,No,No,No
18037,1974,Moderate,No,No,No
18038,1974,Moderate,No,No,No
18039,1974,Moderate,No,No,No
18040,1974,Liberal,No,No,No
18041,1974,DK,No,No,No
18042,1974,Slightly conservative,No,No,No
18043,1974,Slightly conservative,No,No,No
18044,1974,Slightly liberal,No,No,No
18045,1974,DK,No,No,No
18046,1974,Moderate,No,No,No
18047,1974,Conservative,No,Yes,Yes
18048,1974,DK,No,No,No
18049,1974,DK,No,No,No
18050,1974,Moderate,No,No,No
18051,1974,DK,No,No,No
18052,1974,Moderate,No,No,No
18053,1974,Moderate,No,No,No
18054,1974,Slightly conservative,No,No,No
18055,1974,Moderate,No,No,No
18056,1974,Moderate,No,No,No
18057,1974,Moderate,No,No,No
18058,1974,Slightly conservative,NA,Yes,No
18059,1974,Conservative,No,No,No
18060,1974,Conservative,No,No,No
18061,1974,DK,No,No,No
18062,1974,DK,No,No,No
18063,1974,Liberal,No,No,No
18064,1974,DK,NA,No,Yes
18065,1974,Moderate,No,No,No
18066,1974,DK,No,No,No
18067,1974,Liberal,NA,No,No
18068,1974,Moderate,No,No,No
18069,1974,Slightly conservative,NA,No,No
18070,1974,Liberal,No,No,No
18071,1974,Moderate,No,Yes,Yes
18072,1974,Liberal,No,No,No
18073,1974,Conservative,No,No,No
18074,1974,DK,No,No,No
18075,1974,Slightly liberal,No,No,No
18076,1974,DK,No,No,No
18077,1974,Moderate,No,No,No
18078,1974,Moderate,No,No,Yes
18079,1974,Liberal,No,No,No
18080,1974,Conservative,No,No,No
18081,1974,Slightly liberal,No,No,No
18082,1974,Slightly conservative,No,No,No
18083,1974,Liberal,No,No,No
18084,1974,Moderate,No,No,No
18085,1974,Liberal,No,No,No
18086,1974,DK,No,No,No
18087,1974,Conservative,No,No,No
18088,1974,Moderate,No,No,No
18089,1974,Conservative,No,No,No
18090,1974,Slightly liberal,No,No,No
18091,1974,Conservative,No,No,No
18092,1974,Conservative,No,No,No
18093,1974,Slightly conservative,No,No,No
18094,1974,Moderate,No,No,No
18095,1974,Slightly conservative,No,No,No
18096,1974,Slightly liberal,No,No,No
18097,1974,Moderate,No,No,No
18098,1974,Slightly liberal,No,No,No
18099,1974,DK,No,No,No
18100,1974,DK,No,No,No
18101,1974,Liberal,NA,No,No
18102,1974,Conservative,No,No,No
18103,1974,Slightly conservative,No,No,No
18104,1974,Slightly liberal,No,No,No
18105,1974,Slightly liberal,No,No,No
18106,1974,DK,No,No,No
18107,1974,Moderate,No,No,No
18108,1974,Slightly conservative,No,No,No
18109,1974,Moderate,No,No,No
18110,1974,DK,No,No,No
18111,1974,Liberal,No,No,No
18112,1974,Slightly conservative,No,No,No
18113,1974,Slightly conservative,No,No,No
18114,1974,Slightly conservative,No,No,No
18115,1974,Slightly conservative,No,No,No
18116,1974,Moderate,No,No,No
18117,1974,Moderate,No,No,No
18118,1974,Conservative,No,No,No
18119,1974,Liberal,No,No,No
18120,1974,Conservative,No,No,No
18121,1974,Moderate,No,No,No
18122,1974,Moderate,No,No,No
18123,1974,Conservative,No,No,No
18124,1974,Moderate,No,No,No
18125,1974,Conservative,No,No,No
18126,1974,DK,No,No,No
18127,1974,Slightly conservative,No,No,No
18128,1974,Moderate,No,No,No
18129,1974,Moderate,No,No,No
18130,1974,DK,No,No,No
18131,1974,Moderate,No,No,No
18132,1974,Slightly conservative,No,No,No
18133,1974,Moderate,No,No,No
18134,1974,Moderate,No,No,No
18135,1974,Slightly conservative,No,No,No
18136,1974,DK,No,No,No
18137,1974,Slightly liberal,No,No,No
18138,1974,DK,No,No,No
18139,1974,Moderate,NA,Yes,No
18140,1974,Moderate,NA,No,No
18141,1974,Liberal,No,No,No
18142,1974,Liberal,No,No,No
18143,1974,Slightly liberal,No,No,No
18144,1974,Moderate,No,No,No
18145,1974,Slightly liberal,No,No,No
18146,1974,Slightly conservative,No,No,No
18147,1974,Moderate,No,No,No
18148,1974,Conservative,No,No,No
18149,1974,DK,No,No,No
18150,1974,Slightly conservative,No,No,No
18151,1974,Moderate,No,No,No
18152,1974,DK,No,No,No
18153,1974,Conservative,No,No,No
18154,1974,Extremeley conservative,No,No,No
18155,1974,Moderate,No,No,No
18156,1974,Slightly liberal,No,No,No
18157,1974,Moderate,No,No,No
18158,1974,Conservative,No,No,No
18159,1974,Liberal,No,No,No
18160,1974,Conservative,No,No,No
18161,1974,Slightly conservative,No,No,No
18162,1974,Slightly conservative,No,No,No
18163,1974,Moderate,No,No,No
18164,1974,Conservative,No,No,No
18165,1974,Extremeley conservative,No,No,No
18166,1974,DK,No,No,No
18167,1974,Slightly conservative,No,Yes,Yes
18168,1974,Conservative,No,No,No
18169,1974,DK,No,No,No
18170,1974,Extremeley conservative,No,No,No
18171,1974,Conservative,No,No,Yes
18172,1974,Moderate,No,No,No
18173,1974,Conservative,No,No,No
18174,1974,Conservative,No,No,No
18175,1974,Slightly conservative,No,No,No
18176,1974,Moderate,No,No,No
18177,1974,Liberal,No,No,No
18178,1974,Conservative,No,No,No
18179,1974,Liberal,No,No,No
18180,1974,Conservative,No,No,No
18181,1974,Moderate,No,No,No
18182,1974,Moderate,No,No,No
18183,1974,Slightly conservative,No,No,No
18184,1974,DK,No,No,No
18185,1974,Conservative,NA,No,No
18186,1974,Moderate,No,No,No
18187,1974,Conservative,No,No,No
18188,1974,DK,No,No,No
18189,1974,Liberal,No,No,No
18190,1974,Conservative,No,No,No
18191,1974,Conservative,No,No,No
18192,1974,Slightly liberal,No,No,No
18193,1974,Conservative,No,No,DK
18194,1974,Moderate,NA,Yes,No
18195,1974,Slightly conservative,No,No,No
18196,1974,Slightly liberal,No,No,No
18197,1974,DK,No,No,No
18198,1974,Moderate,No,No,No
18199,1974,DK,No,No,No
18200,1974,DK,No,No,No
18201,1974,Liberal,No,No,No
18202,1974,Conservative,No,No,No
18203,1974,DK,No,No,No
18204,1974,Slightly conservative,No,No,No
18205,1974,Conservative,No,No,No
18206,1974,Moderate,No,No,No
18207,1974,Moderate,No,No,No
18208,1974,Slightly conservative,No,No,No
18209,1974,Moderate,No,No,No
18210,1974,Conservative,No,No,Yes
18211,1974,Slightly conservative,No,No,No
18212,1974,Moderate,No,No,No
18213,1974,Conservative,No,No,No
18214,1974,DK,No,No,No
18215,1974,Moderate,No,No,No
18216,1974,DK,No,No,No
18217,1974,Moderate,No,No,No
18218,1974,Moderate,No,No,No
18219,1974,Conservative,No,No,Yes
18220,1974,Moderate,No,No,No
18221,1974,DK,No,No,No
18222,1974,Moderate,No,No,No
18223,1974,DK,No,No,No
18224,1974,Slightly liberal,No,No,No
18225,1974,Extremely liberal,No,No,No
18226,1974,Slightly conservative,NA,No,No
18227,1974,Moderate,NA,No,Yes
18228,1974,DK,No,No,No
18229,1974,DK,No,No,No
18230,1974,Liberal,No,No,Yes
18231,1974,Liberal,No,No,No
18232,1974,Liberal,No,No,No
18233,1974,Moderate,No,No,No
18234,1974,Slightly conservative,No,No,No
18235,1974,DK,No,No,No
18236,1974,Conservative,No,No,No
18237,1974,Conservative,No,No,No
18238,1974,DK,No,No,No
18239,1974,Moderate,NA,Yes,Yes
18240,1974,DK,No,No,No
18241,1974,Liberal,No,No,No
18242,1974,Conservative,No,No,No
18243,1974,DK,No,No,No
18244,1974,Moderate,No,No,No
18245,1974,Slightly conservative,No,No,No
18246,1974,Slightly conservative,No,No,No
18247,1974,Conservative,No,No,No
18248,1974,Moderate,No,No,No
18249,1974,NA,No,No,No
18250,1974,Liberal,No,No,No
18251,1974,Slightly liberal,No,No,Yes
18252,1974,Moderate,No,No,No
18253,1974,Moderate,No,No,No
18254,1974,DK,No,No,No
18255,1974,DK,No,No,No
18256,1974,Moderate,No,No,No
18257,1974,Moderate,No,No,No
18258,1974,Moderate,No,No,No
18259,1974,Conservative,No,No,No
18260,1974,DK,No,No,No
18261,1974,Moderate,NA,No,Yes
18262,1974,Liberal,No,No,No
18263,1974,Moderate,No,No,No
18264,1974,DK,No,No,No
18265,1974,Moderate,No,No,No
18266,1974,Moderate,No,No,No
18267,1974,DK,No,No,No
18268,1974,Moderate,No,No,No
18269,1974,DK,No,No,No
18270,1974,Moderate,No,No,No
18271,1974,DK,No,No,No
18272,1974,Conservative,No,No,No
18273,1974,Extremely liberal,No,No,No
18274,1974,Moderate,No,No,No
18275,1974,Conservative,No,No,No
18276,1974,Moderate,No,No,No
18277,1974,Liberal,No,No,No
18278,1974,DK,No,No,No
18279,1974,Moderate,NA,Yes,No
18280,1974,Liberal,No,No,No
18281,1974,Moderate,No,No,No
18282,1974,Moderate,No,No,No
18283,1974,Slightly conservative,No,No,No
18284,1974,DK,No,No,No
18285,1974,Moderate,No,No,No
18286,1974,Conservative,NA,No,No
18287,1974,DK,No,No,No
18288,1974,Liberal,No,No,No
18289,1974,Moderate,No,Yes,Yes
18290,1974,Conservative,No,No,No
18291,1974,Moderate,No,No,No
18292,1974,Moderate,No,No,No
18293,1974,Slightly conservative,No,No,No
18294,1974,DK,No,No,No
18295,1974,Moderate,No,No,No
18296,1974,Slightly conservative,NA,Yes,No
18297,1974,Liberal,No,No,Yes
18298,1974,Slightly conservative,No,No,No
18299,1974,Slightly conservative,No,No,No
18300,1974,DK,No,No,No
18301,1974,Slightly conservative,No,No,No
18302,1974,Slightly conservative,No,Yes,No
18303,1974,Slightly conservative,No,No,No
18304,1974,Liberal,No,No,No
18305,1974,Slightly liberal,No,No,No
